FILENAME,SEC_CHECKBOX,SEC_SUBJECT,CHECKBOX,TEXT_BOX_PAIR,MARK,HANDWRITTEN,SIGNATURE
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\12-13,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\14-14,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\15-15,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\16-17,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\18-18,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\19-19,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\2-3,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\20-21,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\22-22,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\23-23,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\24-24,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\4-4,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\5-6,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\7-7,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\8-8,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.1.31 1637 Soloway Chiropractic - RECORDS.pdf\9-9,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.2.23 1010 Fax - RECORDS AND BILLS.pdf\2-2,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\1-1,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\10-11,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\12-13,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\14-14,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\15-15,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\16-17,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\18-18,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\19-19,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\2-3,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\20-21,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\22-22,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\23-23,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\24-24,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\4-4,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\5-6,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\7-7,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\8-8,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2018.3.14 1652 Soloway Chiropractic - RECORDS - copy.pdf\9-9,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.12 820 Email from Promod Spine - RECORDS.pdf\1-5,,,,,,,1
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.12 820 Email from Promod Spine - RECORDS.pdf\10-14,,,,,,,1
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.12 820 Email from Promod Spine - RECORDS.pdf\15-19,,,,,,,1
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.12 820 Email from Promod Spine - RECORDS.pdf\6-9,,,,,,,1
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\1-1,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\10-10,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\11-11,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\12-12,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\13-13,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\14-14,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\15-15,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\16-16,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\17-17,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\18-18,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\19-19,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\2-2,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\20-20,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\21-21,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\22-22,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\23-23,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\24-24,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\25-25,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\26-26,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\27-27,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\28-28,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\29-29,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\3-3,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\4-4,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\5-5,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\6-6,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\7-7,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\8-8,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.6.5 1412 updated RECORDS.pdf\9-9,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.7.2 1001 shin medical RECORDS.pdf\1-2,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Diego Rosales 2019.7.2 958 RECORDS.pdf\1-2,,,,,,,
D:/PareIT/Combined\Rosales v. Lee - Biomechanics - Neurologist appointment.PDF\1-1,12,12,84,84,,14,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-A.pdf\1-6",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-B.pdf\2-2",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-B.pdf\3-3",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-B.pdf\5-6",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\14-16",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\17-19",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\20-22",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\23-26",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\27-29",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\30-32",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\33-36",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\37-40",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\41-44",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\45-48",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\49-49",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\50-50",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\51-51",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\52-52",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\53-53",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\54-54",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\55-55",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\56-56",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\57-57",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\58-58",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\59-59",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\60-60",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\61-62",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\63-64",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\65-66",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\67-67",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\68-68",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\69-69",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\70-70",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\71-71",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\72-72",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\73-73",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\74-74",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\75-75",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\76-76",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\77-77",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\78-78",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\79-79",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\80-80",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\81-81",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\82-82",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-C.pdf\9-13",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-D.pdf\12-13",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-D.pdf\2-3",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 1-D.pdf\7-8",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-E.pdf\1-6",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-F.pdf\2-2",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-F.pdf\3-4",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-F.pdf\6-7",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\13-15",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\16-19",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\20-22",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\23-26",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\27-29",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\30-31",,,,,,39,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\33-35",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\36-39",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\40-40",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\41-43",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\44-44",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\45-47",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\48-48",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\49-49",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\50-50",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\51-51",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\52-52",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\53-53",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\54-54",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\55-55",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\56-56",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\57-57",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\58-58",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\59-59",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\60-61",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\62-63",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\64-65",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\66-66",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\67-67",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\68-68",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\69-69",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\70-70",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\71-71",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\72-72",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\73-73",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\74-74",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-G.pdf\8-12",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-H.pdf\12-13",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-H.pdf\2-3",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 2-H.pdf\7-8",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 - M.pdf\7-10",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\100-101",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\102-102",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\103-103",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\104-104",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\105-105",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\106-106",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\107-107",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\108-108",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\109-109",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\110-110",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\112-113",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\115-115",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\116-117",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\118-123",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\12-13",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\2-3",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\44-48",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\49-51",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\52-55",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\56-58",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\59-62",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\63-65",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\69-71",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\7-8",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\72-75",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\76-79",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\80-83",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\84-84",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\85-85",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\86-86",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\87-87",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\88-88",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\89-89",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\90-90",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\91-91",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\92-92",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\93-93",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\94-94",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\95-95",,,,,,,1
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\96-97",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 JENNY - EXHIBIT A.pdf\98-99",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 MAX A. - RFP - EXHIBIT A.pdf\100-101",,,,,,,
"D:/PareIT/Combined\Rosales, et. al. v. Ramos, et. al - 7. Ps RESP TO RFP.01 MAX A. - RFP - EXHIBIT A.pdf\102-102",,,,,,,1
